"total","|","id","title","year","mpaa_rating","runtime","critics_consensus","release_dates__theater","release_dates__dvd","ratings__critics_rating","ratings__critics_score","ratings__audience_rating","ratings__audience_score","synopsis","posters__thumbnail","posters__profile","posters__detailed","posters__original","abridged_cast__name","abridged_cast__id","abridged_cast__characters-","alternate_ids__imdb","links__self","links__alternate","links__cast","links__reviews","links__similar","link_template","self","alternate"
"","","771371914","Listen Up Philip","2014","Unrated","109","","2014-10-17","2015-03-10","Certified Fresh","84","Spilled","57","A complex, intimate, and highly idiosyncratic comedy, Listen Up Philip is a literary look at the triumph of reality over the human spirit. Anger rages in Philip (Jason Schwartzman) as he awaits the publication of his sure-to-succeed second novel. He feels pushed out of his adopted home city by the constant crowds and noise, a deteriorating relationship with his photographer girlfriend Ashley (Elisabeth Moss), and his indifference to promoting his own work. When Philip's idol Ike Zimmerman (Jonathan Pryce) offers his isolated summer home as a refuge, he finally gets the peace and quiet to focus on his favorite subject - himself. (C) Tribeca","http://resizing.flixster.com/sdTWF7jZbmEmvfsZpoPg_S_DRc4=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180738_ori.jpg","http://resizing.flixster.com/sdTWF7jZbmEmvfsZpoPg_S_DRc4=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180738_ori.jpg","http://resizing.flixster.com/sdTWF7jZbmEmvfsZpoPg_S_DRc4=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180738_ori.jpg","http://resizing.flixster.com/sdTWF7jZbmEmvfsZpoPg_S_DRc4=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/07/11180738_ori.jpg","Jason Schwartzman","162654835","Philip Lewis Friedman","3093546","http://api.rottentomatoes.com/api/public/v1.0/movies/771371914.json","http://www.rottentomatoes.com/m/listen_up_philip/","http://api.rottentomatoes.com/api/public/v1.0/movies/771371914/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371914/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771371914/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Elisabeth Moss","573849693","Ashley Kane","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Jonathan Pryce","162653506","Ike Zimmerman","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Krysten Ritter","770688427","Melanie Zimmerman","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Josephine de la Baume","771375754","Yvette Dussart","","","","","","","","",""
"","","771315645","Penguins Of Madagascar","2014","PG","92","","2014-11-26","2015-03-17","Fresh","71","Upright","64","Super spy teams aren't born...they're hatched. Discover the secrets of the greatest and most hilarious covert birds in the global espionage biz: Skipper, Kowalski, Rico and Private. These elitists of the elite are joining forces with a chic undercover organization, The North Wind. Led by handsome and husky Agent Classified (we could tell you his name, but then...you know), voiced by Benedict Cumberbatch. Together, they must stop the villainous Dr. Octavius Brine, voiced by John Malkovich, from destroying the world as we know it. (c) Fox","http://resizing.flixster.com/mq2c4GNW5qN3YhGDEeVCo5T1ors=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/96/11179636_ori.jpg","http://resizing.flixster.com/mq2c4GNW5qN3YhGDEeVCo5T1ors=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/96/11179636_ori.jpg","http://resizing.flixster.com/mq2c4GNW5qN3YhGDEeVCo5T1ors=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/96/11179636_ori.jpg","http://resizing.flixster.com/mq2c4GNW5qN3YhGDEeVCo5T1ors=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/96/11179636_ori.jpg","Tom McGrath","162652533","Skipper","1911658","http://api.rottentomatoes.com/api/public/v1.0/movies/771315645.json","http://www.rottentomatoes.com/m/penguins_of_madagascar/","http://api.rottentomatoes.com/api/public/v1.0/movies/771315645/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771315645/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771315645/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Chris Miller","387253043","Kowalski","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Christopher Knights","770750328","Private","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","John Malkovich","162655610","Dr. Octavius Brine","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Benedict Cumberbatch","355028249","Agent Classified","","","","","","","","",""
"","","771356224","Exodus: Gods and Kings","2014","PG-13","142","","2014-12-12","2015-03-17","Rotten","28","Spilled","37","From acclaimed director Ridley Scott (Gladiator, Prometheus) comes the epic adventure ""Exodus: Gods and Kings,"" the story of one man's daring courage to take on the might of an empire. Using state of the art visual effects and 3D immersion, Scott brings new life to the story of the defiant leader Moses (Christian Bale) as he rises up against the Egyptian Pharaoh Ramses (Joel Edgerton), setting 600,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues. (c) Fox","http://resizing.flixster.com/S0p-cPGRrxJvhZg9BTVWrHs7GD8=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/17/11181796_ori.jpg","http://resizing.flixster.com/S0p-cPGRrxJvhZg9BTVWrHs7GD8=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/17/11181796_ori.jpg","http://resizing.flixster.com/S0p-cPGRrxJvhZg9BTVWrHs7GD8=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/17/11181796_ori.jpg","http://resizing.flixster.com/S0p-cPGRrxJvhZg9BTVWrHs7GD8=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/17/11181796_ori.jpg","Christian Bale","162652645","Moses","1528100","http://api.rottentomatoes.com/api/public/v1.0/movies/771356224.json","http://www.rottentomatoes.com/m/exodus_gods_and_kings/","http://api.rottentomatoes.com/api/public/v1.0/movies/771356224/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771356224/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771356224/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Ben Kingsley","162653703","Nun","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Joel Edgerton","162733204","Ramses","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","John Turturro","162665207","Seti","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Sigourney Weaver","162660903","Tuya","","","","","","","","",""
"","","771229367","Annie","2014","PG","118","","2014-12-19","2015-03-17","Rotten","27","Upright","62","A Broadway classic that has delighted audiences for generations comes to the big screen with a new, contemporary vision in Columbia Pictures' comedy, Annie. Director/Producer/Screenwriter Will Gluck teams with producers James Lassiter, Will Smith & Jada Pinkett Smith, and Shawn ""JAY Z"" Carter, Laurence ""Jay"" Brown, and Tyran ""Ty Ty"" Smith with a modern telling that captures the magic of the classic characters and original show that won seven Tony Awards. Celia Costas serves as Executive Producer. The screenplay is by Will Gluck and Aline Brosh McKenna, based on the musical stage play ""Annie,"" book by Thomas Meehan, music by Charles Strouse, lyrics by Martin Charnin, and on ""Little Orphan Annie,"" (C) and (R) Tribune Media Services, Inc. Academy Award (R) nominee Quvenzhane Wallis (Beasts of the Southern Wild) stars as Annie, a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan (Cameron Diaz). But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks (Jamie Foxx) - advised by his brilliant VP, Grace (Rose Byrne) and his shrewd and scheming campaign advisor, Guy (Bobby Cannavale) - makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around. (c) Sony","http://resizing.flixster.com/FyQ_123EaN_oVV_OGgZ7XKsvtJs=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/05/11180528_ori.jpg","http://resizing.flixster.com/FyQ_123EaN_oVV_OGgZ7XKsvtJs=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/05/11180528_ori.jpg","http://resizing.flixster.com/FyQ_123EaN_oVV_OGgZ7XKsvtJs=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/05/11180528_ori.jpg","http://resizing.flixster.com/FyQ_123EaN_oVV_OGgZ7XKsvtJs=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/05/11180528_ori.jpg","Jamie Foxx","162652975","Will Stacks","1823664","http://api.rottentomatoes.com/api/public/v1.0/movies/771229367.json","http://www.rottentomatoes.com/m/annie_2012/","http://api.rottentomatoes.com/api/public/v1.0/movies/771229367/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771229367/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771229367/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Rose Byrne","162699968","Grace","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Bobby Cannavale","162685850","Guy","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Cameron Diaz","162654443","Miss Hannigan","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Adewale Akinnuoye-Agbaje","405589153","Agbaje","","","","","","","","",""
"","","771387806","Top Five","2014","R","101","","2014-12-12","2015-03-17","Certified Fresh","88","Upright","66","Pulsing with the rhythm of his greatest stand-up, Chris Rock's TOP FIVE takes things to the next level, reveling in the high and the low, and blending a star-studded comedic romp with an irresistible romance. TOP FIVE digs under the surface of show business, politics, rap, and the exigencies of being black and famous today-holding it all up to the light in the way only Chris Rock can. Mingling echoes of Woody Allen and Dick Gregory with the energy of Kanye West and Jay Z, TOP FIVE is an original and radically new kind of American movie. Written, directed by, and starring Chris Rock, TOP FIVE tells the story of New York City comedian-turned-film star Andre Allen, whose unexpected encounter with a journalist (Rosario Dawson) forces him to confront the comedy career-and the past-that he's left behind. Starring Chris Rock, Rosario Dawson, Kevin Hart, Tracy Morgan, Cedric The Entertainer, J.B. Smoove, Sherri Shepherd, Anders Holm, Romany Malco, Leslie Jones, Michael Che, and Jay Pharoah. The film is produced by Scott Rudin and Eli Bush. The Co-Producers are Shawn ""Jay Z"" Carter and Kanye West; the Executive Music Producer is Questlove. (C) Paramount","http://resizing.flixster.com/bMHeoNEtUSwAiDtUNmBb8XIvetU=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/05/11190586_ori.jpg","http://resizing.flixster.com/bMHeoNEtUSwAiDtUNmBb8XIvetU=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/05/11190586_ori.jpg","http://resizing.flixster.com/bMHeoNEtUSwAiDtUNmBb8XIvetU=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/05/11190586_ori.jpg","http://resizing.flixster.com/bMHeoNEtUSwAiDtUNmBb8XIvetU=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/05/11190586_ori.jpg","Chris Rock","162652551","Andre Allen","2784678","http://api.rottentomatoes.com/api/public/v1.0/movies/771387806.json","http://www.rottentomatoes.com/m/top_five/","http://api.rottentomatoes.com/api/public/v1.0/movies/771387806/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771387806/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771387806/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Rosario Dawson","162665341","Chelsea Brown","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Gabrielle Union","162667053","Berkani","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Romany Malco","162653311","Benny","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Leslie Jones","770776095","Lisa","","","","","","","","",""
"","","771380456","Song Of The Sea","2014","PG","93","","2014-12-19","2015-03-17","Certified Fresh","98","Upright","93","In this enchanting new story from the Academy Award-nominated director of The Secret of Kells, Ben and his little sister Saoirse<the last Seal-child<must embark on a fantastic journey across a fading world of ancient legend and magic in an attempt to return to their home by the sea. The film takes inspiration from the mythological Selkies of Irish folklore, who live as seals in the sea but become humans on land. (C) GKids","http://resizing.flixster.com/buapiS8vqWTaYvKVVcWXgW1wvb4=/54x78/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/15/11181512_ori.jpg","http://resizing.flixster.com/buapiS8vqWTaYvKVVcWXgW1wvb4=/54x78/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/15/11181512_ori.jpg","http://resizing.flixster.com/buapiS8vqWTaYvKVVcWXgW1wvb4=/54x78/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/15/11181512_ori.jpg","http://resizing.flixster.com/buapiS8vqWTaYvKVVcWXgW1wvb4=/54x78/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/15/11181512_ori.jpg","","","","1865505","http://api.rottentomatoes.com/api/public/v1.0/movies/771380456.json","http://www.rottentomatoes.com/m/song_of_the_sea_2014/","http://api.rottentomatoes.com/api/public/v1.0/movies/771380456/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771380456/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771380456/similar.json","","",""
"","","771385999","Son of a Gun","2015","R","108","","2015-01-23","2015-03-17","Fresh","63","Upright","68","When JR (Brenton Thwaites) is sent to prison for a minor crime, he becomes the apprentice to Brendan Lynch (Ewan McGregor), Australia's public enemy number one. When JR helps Brendan break out, they go on the run and form a complex co-dependent relationship. JR quickly learns in the criminal world, life is like a game of chess. To gain control, you have to stay a few moves ahead of your opponent. Lose that control, and you risk becoming a pawn in their very dangerous game. (C) A24","http://resizing.flixster.com/_1uPdy9Hw-IuzoKPo6vQAmbO2Jw=/54x78/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/99/11179913_ori.jpg","http://resizing.flixster.com/_1uPdy9Hw-IuzoKPo6vQAmbO2Jw=/54x78/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/99/11179913_ori.jpg","http://resizing.flixster.com/_1uPdy9Hw-IuzoKPo6vQAmbO2Jw=/54x78/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/99/11179913_ori.jpg","http://resizing.flixster.com/_1uPdy9Hw-IuzoKPo6vQAmbO2Jw=/54x78/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/99/11179913_ori.jpg","Brenton Thwaites","771420717","JR","2452200","http://api.rottentomatoes.com/api/public/v1.0/movies/771385999.json","http://www.rottentomatoes.com/m/son_of_a_gun_2015/","http://api.rottentomatoes.com/api/public/v1.0/movies/771385999/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771385999/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771385999/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Ewan McGregor","162652152","Brendan Lynch","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Alicia Vikander","771083890","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Damon Herriman","397703464","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Matt Nable","771069067","","","","","","","","","",""
"","","771356920","Into the Woods","2014","PG","125","","2014-12-24","2015-03-23","Fresh","71","Spilled","52","""Into the Woods"" is a modern twist on several of the beloved Brothers Grimm fairy tales, intertwining the plots of a few choice stories and exploring the consequences of the characters' wishes and quests. This humorous and heartfelt musical follows the classic tales of Cinderella (Anna Kendrick), Little Red Riding Hood (Lilla Crawford), Jack and the Beanstalk (Daniel Huttlestone), and Rapunzel (MacKenzie Mauzy)-all tied together by an original story involving a baker and his wife (James Corden & Emily Blunt), their wish to begin a family and their interaction with the witch (Meryl Streep) who has put a curse on them. (C) Disney","http://resizing.flixster.com/0ecX5ishkl0NOHQMZ56iqpegp7M=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/06/11180649_ori.jpg","http://resizing.flixster.com/0ecX5ishkl0NOHQMZ56iqpegp7M=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/06/11180649_ori.jpg","http://resizing.flixster.com/0ecX5ishkl0NOHQMZ56iqpegp7M=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/06/11180649_ori.jpg","http://resizing.flixster.com/0ecX5ishkl0NOHQMZ56iqpegp7M=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/06/11180649_ori.jpg","Meryl Streep","162654900","The Witch","2180411","http://api.rottentomatoes.com/api/public/v1.0/movies/771356920.json","http://www.rottentomatoes.com/m/into_the_woods_2014/","http://api.rottentomatoes.com/api/public/v1.0/movies/771356920/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771356920/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771356920/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Emily Blunt","162685827","Baker's Wife","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","James Corden","405587980","Baker","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Anna Kendrick","528367112","Cinderella","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Chris Pine","326393041","Cinderella's Prince","","","","","","","","",""
"","","771181360","The Hobbit: The Battle of the Five Armies","2014","PG-13","144","","2014-12-17","2015-03-24","Fresh","61","Upright","76","From Academy Award (R)-winning filmmaker Peter Jackson comes ""The Hobbit: The Battle of the Five Armies,"" the third in a trilogy of films adapting the enduringly popular masterpiece The Hobbit, by J.R.R. Tolkien. ""The Hobbit: The Battle of the Five Armies"" brings to an epic conclusion the adventures of Bilbo Baggins, Thorin Oakenshield and the Company of Dwarves. Having reclaimed their homeland from the Dragon Smaug, the Company has unwittingly unleashed a deadly force into the world. Enraged, Smaug rains his fiery wrath down upon the defenseless men, women and children of Lake-town. Obsessed above all else with his reclaimed treasure, Thorin sacrifices friendship and honor tohoard it as Bilbo's frantic attempts to make him see reason drive the Hobbit towards a desperate and dangerous choice. But there are even greater dangers ahead. Unseen by any but the Wizard Gandalf, the great enemy Sauron has sent forth legions of Orcs in a stealth attack upon the Lonely Mountain. As darkness converges on their escalating conflict, the races of Dwarves, Elves and Men must decide - unite or be destroyed. Bilbo finds himself fighting for his life and the lives of his friends in the epic Battle of the Five Armies, as the future of Middle-earth hangs in the balance. (c) Warner Bros","http://resizing.flixster.com/DzsVu4vbUJL6eO4BZiUoHmAyEWA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/97/11179703_ori.jpg","http://resizing.flixster.com/DzsVu4vbUJL6eO4BZiUoHmAyEWA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/97/11179703_ori.jpg","http://resizing.flixster.com/DzsVu4vbUJL6eO4BZiUoHmAyEWA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/97/11179703_ori.jpg","http://resizing.flixster.com/DzsVu4vbUJL6eO4BZiUoHmAyEWA=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/17/97/11179703_ori.jpg","Martin Freeman (II)","162652296","Bilbo Baggins","2310332","http://api.rottentomatoes.com/api/public/v1.0/movies/771181360.json","http://www.rottentomatoes.com/m/the_hobbit_the_battle_of_the_five_armies/","http://api.rottentomatoes.com/api/public/v1.0/movies/771181360/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771181360/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771181360/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Ian McKellen","162653241","Gandalf","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Richard Armitage","546952855","Thorin Oakenshield","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Andy Serkis","269710329","Gollum","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Ian Holm","162653927","Bilbo Baggins (old)","","","","","","","","",""
"","","771360552","Unbroken","2014","PG-13","137","","2014-12-25","2015-03-24","Rotten","51","Upright","71","Academy Award (R) winner Angelina Jolie directs and produces Unbroken, an epic drama that follows the incredible life of Olympian and war hero Louis ""Louie"" Zamperini (Jack O'Connell) who, along with two other crewmen, survived in a raft for 47 days after a near-fatal plane crash in WWII-only to be caught by the Japanese Navy and sent to a prisoner-of-war camp. Director Jolie began shooting some of the most dramatic and challenging scenes on Wednesday, October 16, on location far out at sea in Moreton Bay, Australia, with Zamperini (O'Connell) and his fellow airmen-Phil (Domhnall Gleeson) and Mac (Finn Wittrock)-having impossibly survived being adrift in the open Pacific for several weeks. Working with cameras on a floating rig in choppy waters and braving the elements, with actors dieting for months to appear as depleted as their characters, Jolie completed a successful first day of a location shoot that promises to be rigorous and uniquely challenging. Adapted from Laura Hillenbrand's (""Seabiscuit: An American Legend"") enormously popular book, Unbroken brings to the big screen Zamperini's unbelievable and inspiring true story about the resilient power of the human spirit. Starring alongside O'Connell, Gleeson and Wittrock are Garrett Hedlund and John Magaro as fellow POWs who find an unexpected camaraderie during their internment, Alex Russell as Zamperini's brother, Pete, and in his English-language feature debut, Japanese actor Miyavi as the brutal camp guard known only to the men as ""The Bird."" The film is produced by Jolie, as well as Matthew Baer (City by the Sea), Erwin Stoff (The Day the Earth Stood Still) and Clayton Townsend (This Is 40). Leading the accomplished behind-the-scenes crew is 10-time Oscar (R)-nominated cinematographer Roger Deakins (Skyfall). Academy Award (R) winners Joel and Ethan Coen (No Country for Old Men) rewrote the screenplay from earlier drafts by William Nicholson (Les Miserables) and Richard LaGravenese (HBO's Behind the Candelabra).","http://resizing.flixster.com/u-nKl9xREJbL--JEtqIU6ODbeLY=/51x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/10/11181015_ori.jpg","http://resizing.flixster.com/u-nKl9xREJbL--JEtqIU6ODbeLY=/51x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/10/11181015_ori.jpg","http://resizing.flixster.com/u-nKl9xREJbL--JEtqIU6ODbeLY=/51x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/10/11181015_ori.jpg","http://resizing.flixster.com/u-nKl9xREJbL--JEtqIU6ODbeLY=/51x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/10/11181015_ori.jpg","Jack O'Connell","770771828","Louis Zamperini","1809398","http://api.rottentomatoes.com/api/public/v1.0/movies/771360552.json","http://www.rottentomatoes.com/m/unbroken_2014/","http://api.rottentomatoes.com/api/public/v1.0/movies/771360552/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771360552/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771360552/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Domhnall Gleeson","770702167","Phil","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Finn Wittrock","440715119","Mac","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Garrett Hedlund","162653184","Fitzgerald","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Miyavi","770873128","Watanabe","","","","","","","","",""
"","","771351912","Interstellar","2014","PG-13","169","","2014-11-07","2015-03-31","Certified Fresh","72","Upright","86","With our time on Earth coming to an end, a team of explorers undertakes the most important mission in human history; traveling beyond this galaxy to discover whether mankind has a future among the stars. (C) Paramount","http://resizing.flixster.com/UMJz_LQjD7HTEtKv3nE9pzMx4vQ=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/08/11190860_ori.jpg","http://resizing.flixster.com/UMJz_LQjD7HTEtKv3nE9pzMx4vQ=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/08/11190860_ori.jpg","http://resizing.flixster.com/UMJz_LQjD7HTEtKv3nE9pzMx4vQ=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/08/11190860_ori.jpg","http://resizing.flixster.com/UMJz_LQjD7HTEtKv3nE9pzMx4vQ=/54x81/dkpu1ddg7pbsk.cloudfront.net/movie/11/19/08/11190860_ori.jpg","Matthew McConaughey","162652350","Cooper","0816692","http://api.rottentomatoes.com/api/public/v1.0/movies/771351912.json","http://www.rottentomatoes.com/m/interstellar_2014/","http://api.rottentomatoes.com/api/public/v1.0/movies/771351912/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771351912/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771351912/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Anne Hathaway","162656190","Brand","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Jessica Chastain","770760183","Murph","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Michael Caine","162652646","Prof. Brand","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Casey Affleck","162706324","Tom","","","","","","","","",""
"","","771372271","The Imitation Game","2014","PG-13","114","","2014-11-28","2015-03-31","Certified Fresh","89","Upright","92","During the winter of 1952, British authorities entered the home of mathematician, cryptanalyst and war hero Alan Turing (Benedict Cumberbatch) to investigate a reported burglary. They instead ended up arresting Turing himself on charges of 'gross indecency', an accusation that would lead to his devastating conviction for the criminal offense of homosexuality - little did officials know, they were actually incriminating the pioneer of modern-day computing. Famously leading a motley group of scholars, linguists, chess champions and intelligence officers, he was credited with cracking the so-called unbreakable codes of Germany's World War II Enigma machine. An intense and haunting portrayal of a brilliant, complicated man, THE IMITATION GAME follows a genius who under nail-biting pressure helped to shorten the war and, in turn, save thousands of lives. (c) Weinstein","http://resizing.flixster.com/4klIyTlsXZtEbJBcmjW9WsxDCrY=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/08/11180871_ori.jpg","http://resizing.flixster.com/4klIyTlsXZtEbJBcmjW9WsxDCrY=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/08/11180871_ori.jpg","http://resizing.flixster.com/4klIyTlsXZtEbJBcmjW9WsxDCrY=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/08/11180871_ori.jpg","http://resizing.flixster.com/4klIyTlsXZtEbJBcmjW9WsxDCrY=/54x80/dkpu1ddg7pbsk.cloudfront.net/movie/11/18/08/11180871_ori.jpg","Benedict Cumberbatch","355028249","Alan Turing","2084970","http://api.rottentomatoes.com/api/public/v1.0/movies/771372271.json","http://www.rottentomatoes.com/m/the_imitation_game/","http://api.rottentomatoes.com/api/public/v1.0/movies/771372271/cast.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771372271/reviews.json","http://api.rottentomatoes.com/api/public/v1.0/movies/771372271/similar.json","","",""
"","","","","","","","","","","","","","","","","","","","Keira Knightley","162654560","Joan Clarke","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Allen Leech","599791104","John Cairncross","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Rory Kinnear","770723110","Detective Robert Nock","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Mark Strong (II)","478055173","Stewart Menzies","","","","","","","","",""
